date,aqi,pm25,pm10,no2,o3
2025-01-11 09:00:00,4,47.29,82.39,8.57,153.07
2025-01-11 10:00:00,4,43.88,76.47,8.14,153.07
2025-01-11 11:00:00,4,42.85,77.18,8.82,147.34
2025-01-11 12:00:00,3,43.24,84.57,11.31,135.9
2025-01-11 13:00:00,4,69.93,123.19,50.04,80.82
2025-01-11 14:00:00,5,123.64,185.79,93.22,19.31
2025-01-11 15:00:00,5,168.97,231.77,97.33,1.81
2025-01-11 16:00:00,5,218.73,281.57,93.22,0.13
2025-01-11 17:00:00,5,269.73,334.87,91.85,0
2025-01-11 18:00:00,5,277.23,344.4,91.85,0
2025-01-11 19:00:00,5,221.98,284.67,87.74,0.01
2025-01-11 20:00:00,5,149.13,201.78,71.97,0.37
2025-01-11 21:00:00,5,100.42,143.51,51.41,6.88
2025-01-11 22:00:00,5,77.93,115.66,32.22,27.9
2025-01-11 23:00:00,4,73.18,109.05,23.99,46.49
2025-01-12 00:00:00,5,75.75,111.27,22.62,55.08
2025-01-12 01:00:00,5,83.08,118.48,26.73,55.79
2025-01-12 02:00:00,5,120.86,159.99,52.78,29.68
2025-01-12 03:00:00,5,160.49,203.57,74.71,2.44
2025-01-12 04:00:00,5,185.14,233.57,80.2,11.8
2025-01-12 05:00:00,5,204.94,260.6,84.31,32.19
2025-01-12 06:00:00,5,223.06,284.54,93.22,63.66
2025-01-12 07:00:00,4,50.55,88.05,15.42,133.04
2025-01-12 08:00:00,4,39.92,72.01,8.65,140.19
2025-01-10 09:00:00,5,80.17,121.63,12,161.65
2025-01-10 10:00:00,5,81.72,121.13,13.2,167.37
2025-01-10 11:00:00,5,83.16,121.41,14.22,165.94
2025-01-10 12:00:00,5,79.65,116.02,15.08,155.93
2025-01-10 13:00:00,5,96.13,132.27,43.87,108.72
2025-01-10 14:00:00,5,140.12,179.62,80.2,55.79
2025-01-10 15:00:00,5,178.33,221.49,91.85,32.9
2025-01-10 16:00:00,5,223.61,270.51,104.19,11.44
2025-01-10 17:00:00,5,274.07,326.28,98.71,0.24
2025-01-10 18:00:00,5,278.76,337.42,87.05,0.01
2025-01-10 19:00:00,5,232.83,297.7,80.2,0.05
2025-01-10 20:00:00,5,183.26,255.99,69.23,2.86
2025-01-10 21:00:00,5,157.17,236.61,47.3,21.64
2025-01-10 22:00:00,5,147.04,227.62,31.53,43.99
2025-01-10 23:00:00,5,145.43,224.25,24.68,57.94
2025-01-11 00:00:00,5,147.72,222.23,23.65,64.37
2025-01-11 01:00:00,5,152.76,223.08,28.1,61.51
2025-01-11 02:00:00,5,195.39,265.48,58.26,27.54
2025-01-11 03:00:00,5,247.52,319.23,76.08,0.69
2025-01-11 04:00:00,5,281.13,353.77,78.14,4.34
2025-01-11 05:00:00,5,289.48,362.82,82.94,18.06
2025-01-11 06:00:00,5,283.87,357.45,94.59,50.78
2025-01-11 07:00:00,5,76.43,126.36,15.94,141.62
2025-01-11 08:00:00,4,50.96,89.39,8.31,150.2
2025-01-09 09:00:00,5,228.82,293.57,76.08,205.99
2025-01-09 10:00:00,5,154.22,205.69,47.3,197.41
2025-01-09 11:00:00,5,130.99,177.57,45.93,183.11
2025-01-09 12:00:00,5,125.36,173.11,56.21,161.65
2025-01-09 13:00:00,5,185.69,241.58,142.57,65.8
2025-01-09 14:00:00,5,315,385.57,208.38,0.34
2025-01-09 15:00:00,5,436.44,520.04,200.15,0
2025-01-09 16:00:00,5,463.7,552.19,172.73,0
2025-01-09 17:00:00,5,385.92,466.26,137.09,0
2025-01-09 18:00:00,5,276.19,340.23,111.04,10.73
2025-01-09 19:00:00,5,194.3,242.97,64.43,65.8
2025-01-09 20:00:00,5,161.27,202.49,43.18,90.12
2025-01-09 21:00:00,5,145.88,183.84,32.9,94.41
2025-01-09 22:00:00,5,138.56,174.78,29.13,92.98
2025-01-09 23:00:00,5,136.3,171,27.76,87.98
2025-01-10 00:00:00,5,137.39,171.62,29.82,80.82
2025-01-10 01:00:00,5,143.96,178.54,37.01,69.38
2025-01-10 02:00:00,5,191.11,230.23,72.66,30.4
2025-01-10 03:00:00,5,217.75,260.36,95.96,2.95
2025-01-10 04:00:00,5,198.47,242.01,85,15.38
2025-01-10 05:00:00,5,206.52,252.85,76.08,42.92
2025-01-10 06:00:00,5,206.54,254.04,67.86,82.25
2025-01-10 07:00:00,5,99.61,148.31,15.42,145.91
2025-01-10 08:00:00,5,82.96,127.84,11.14,155.93
2025-01-08 09:00:00,5,550.34,670.28,241.28,180.24
2025-01-08 10:00:00,5,487.92,608.7,213.86,191.69
2025-01-08 11:00:00,5,326.03,419.95,157.65,165.94
2025-01-08 12:00:00,5,162.19,220.05,97.33,128.75
2025-01-08 13:00:00,5,77.52,111.42,61.69,105.86
2025-01-08 14:00:00,4,65.11,95.45,61.69,85.12
2025-01-08 15:00:00,4,71.2,103.14,58.26,82.97
2025-01-08 16:00:00,5,108.64,148.16,73.34,67.95
2025-01-08 17:00:00,5,176.72,225.81,102.82,42.56
2025-01-08 18:00:00,5,249.54,304.34,124.75,26.11
2025-01-08 19:00:00,5,275.79,329.18,126.12,20.03
2025-01-08 20:00:00,5,254.6,300.09,109.67,26.82
2025-01-08 21:00:00,5,238.68,279.93,87.74,45.06
2025-01-08 22:00:00,5,223.67,263.67,64.43,66.52
2025-01-08 23:00:00,5,209.99,251.28,51.41,78.68
2025-01-09 00:00:00,5,201.78,246.47,46.61,79.39
2025-01-09 01:00:00,5,194.5,244.21,48.67,71.53
2025-01-09 02:00:00,5,202.58,260.8,65.12,51.5
2025-01-09 03:00:00,5,260.65,337.18,113.79,11.44
2025-01-09 04:00:00,5,319.78,424.65,127.49,7.69
2025-01-09 05:00:00,5,357.82,488.28,138.46,17.34
2025-01-09 06:00:00,5,394.93,537.95,168.62,40.77
2025-01-09 07:00:00,5,333.76,444.63,143.95,110.15
2025-01-09 08:00:00,5,327.58,430.53,116.53,168.8
2025-01-07 09:00:00,4,48.46,77.57,25.02,140.19
2025-01-07 10:00:00,4,48.46,77.22,25.7,144.48
2025-01-07 11:00:00,4,49.79,78.31,28.79,141.62
2025-01-07 12:00:00,3,49.67,79.12,34.27,130.18
2025-01-07 13:00:00,4,74.64,111.43,80.88,79.39
2025-01-07 14:00:00,5,141.24,193.63,160.4,11.27
2025-01-07 15:00:00,5,234.17,304.96,180.96,0
2025-01-07 16:00:00,5,306.27,398.72,165.88,0
2025-01-07 17:00:00,5,310.83,415.15,139.83,0
2025-01-07 18:00:00,5,277.96,380.42,119.27,0.02
2025-01-07 19:00:00,5,234.08,328.16,105.56,0.2
2025-01-07 20:00:00,5,191.44,273.42,94.59,1.68
2025-01-07 21:00:00,5,156.86,226.27,74.71,15.56
2025-01-07 22:00:00,5,142.81,202.2,55.52,35.76
2025-01-07 23:00:00,5,138.32,191.42,45.24,48.64
2025-01-08 00:00:00,5,139.06,188.9,41.81,54.36
2025-01-08 01:00:00,5,148.29,196.96,46.61,50.07
2025-01-08 02:00:00,5,182.11,234.05,68.55,32.19
2025-01-08 03:00:00,5,283.99,350.37,112.41,2.59
2025-01-08 04:00:00,5,406.82,497.17,132.98,5.41
2025-01-08 05:00:00,5,468.73,576.31,164.51,15.2
2025-01-08 06:00:00,5,494.57,607.51,211.12,39.7
2025-01-08 07:00:00,5,436.65,533.05,213.86,92.98
2025-01-08 08:00:00,5,509.48,614.27,235.8,141.62
2025-01-06 09:00:00,4,72.76,105.38,33.59,141.62
2025-01-06 10:00:00,4,72.15,101.27,32.56,151.63
2025-01-06 11:00:00,4,71.23,98.03,31.87,155.93
2025-01-06 12:00:00,4,60.33,87.05,31.53,145.91
2025-01-06 13:00:00,4,51.09,79.01,37.7,118.73
2025-01-06 14:00:00,4,54.62,84.53,52.78,89.41
2025-01-06 15:00:00,4,67.37,101.67,67.17,67.23
2025-01-06 16:00:00,5,95.67,140.87,85,45.42
2025-01-06 17:00:00,5,124.09,179.87,89.11,34.33
2025-01-06 18:00:00,5,122.36,177.33,70.6,42.56
2025-01-06 19:00:00,5,99.13,145.49,52.78,55.79
2025-01-06 20:00:00,4,70.16,105.81,38.39,69.38
2025-01-06 21:00:00,4,52.63,80.24,26.39,80.11
2025-01-06 22:00:00,3,45.94,70.3,20.05,84.4
2025-01-06 23:00:00,3,42.45,66.23,17.82,83.68
2025-01-07 00:00:00,3,40.45,64.69,17.48,82.97
2025-01-07 01:00:00,3,43.46,68.75,20.39,78.68
2025-01-07 02:00:00,4,66.32,95.68,35.3,65.09
2025-01-07 03:00:00,5,124.1,164.18,78.83,30.4
2025-01-07 04:00:00,5,168.2,220.38,100.08,18.24
2025-01-07 05:00:00,5,170.36,230.22,94.59,29.68
2025-01-07 06:00:00,5,155.29,216.54,85,57.22
2025-01-07 07:00:00,4,72.47,112.3,39.76,111.58
2025-01-07 08:00:00,4,52.71,83.8,27.42,131.61
2025-01-05 09:00:00,5,94.08,127.67,32.9,153.06
2025-01-05 10:00:00,5,88.5,117.78,25.7,168.8
2025-01-05 11:00:00,4,68.52,92.97,17.99,173.09
2025-01-05 12:00:00,4,44.45,66.53,14.22,158.79
2025-01-05 13:00:00,3,37.11,59.8,32.56,114.44
2025-01-05 14:00:00,3,45.06,70.71,58.95,66.52
2025-01-05 15:00:00,4,59.73,87.25,71.29,43.99
2025-01-05 16:00:00,5,88.67,118.6,83.63,27.18
2025-01-05 17:00:00,5,144.03,178.93,104.19,7.06
2025-01-05 18:00:00,5,231.25,275.33,124.75,0.19
2025-01-05 19:00:00,5,281.24,336.72,138.46,0.01
2025-01-05 20:00:00,5,225.82,285.26,119.27,0.08
2025-01-05 21:00:00,5,143.4,196.31,80.88,4.2
2025-01-05 22:00:00,5,98.64,141.3,45.93,31.47
2025-01-05 23:00:00,5,90.88,128.42,32.56,47.21
2025-01-06 00:00:00,5,94.4,131.23,30.16,53.64
2025-01-06 01:00:00,5,101.69,139.69,33.59,52.93
2025-01-06 02:00:00,5,126.22,168.18,50.04,41.84
2025-01-06 03:00:00,5,202.21,255.81,98.71,9.21
2025-01-06 04:00:00,5,292.66,362.55,117.9,7.96
2025-01-06 05:00:00,5,351.06,433.76,132.98,16.99
2025-01-06 06:00:00,5,396.45,487.29,165.88,37.91
2025-01-06 07:00:00,5,116.16,162.06,60.32,107.29
2025-01-06 08:00:00,5,77.79,114.02,36.67,130.18
2025-01-04 09:00:00,3,22.89,41.9,8.48,120.16
2025-01-04 10:00:00,3,17.22,32.04,7.54,123.02
2025-01-04 11:00:00,3,12.38,23.24,7.63,124.45
2025-01-04 12:00:00,3,9.57,18.22,8.48,120.16
2025-01-04 13:00:00,3,11.74,21.61,18.34,101.57
2025-01-04 14:00:00,2,15.7,28.35,26.05,82.97
2025-01-04 15:00:00,2,18.54,33.28,24.33,78.68
2025-01-04 16:00:00,3,27.8,45.4,29.13,72.24
2025-01-04 17:00:00,3,39.21,59.26,34.62,65.8
2025-01-04 18:00:00,3,47.45,69.34,37.01,64.37
2025-01-04 19:00:00,4,53.56,77.19,43.18,58.65
2025-01-04 20:00:00,4,58.84,82.34,51.41,48.64
2025-01-04 21:00:00,5,75.49,100.48,58.95,38.98
2025-01-04 22:00:00,5,95.06,122.45,61.01,31.11
2025-01-04 23:00:00,5,103.99,133.09,57.58,25.39
2025-01-05 00:00:00,5,109.39,141.13,55.52,20.03
2025-01-05 01:00:00,5,108.24,143.22,53.47,17.88
2025-01-05 02:00:00,5,112.18,150.63,59.63,14.66
2025-01-05 03:00:00,5,153.99,200.82,85.68,3.13
2025-01-05 04:00:00,5,206.97,269.18,100.08,10.46
2025-01-05 05:00:00,5,265.52,344.98,115.16,19.67
2025-01-05 06:00:00,5,318.89,408.61,145.32,39.7
2025-01-05 07:00:00,5,115.87,161.57,55.52,107.29
2025-01-05 08:00:00,5,86.56,122,37.01,131.61
2025-01-03 09:00:00,5,212.01,272.16,54.15,191.69
2025-01-03 10:00:00,5,221.1,278.78,50.72,214.58
2025-01-03 11:00:00,5,200.48,250.38,40.44,214.58
2025-01-03 12:00:00,5,164.31,206.44,29.82,197.41
2025-01-03 13:00:00,5,133.97,169.36,26.39,171.66
2025-01-03 14:00:00,5,119.7,152.15,23.65,155.93
2025-01-03 15:00:00,5,117.6,149.55,18.16,154.5
2025-01-03 16:00:00,5,139.41,176.87,28.1,140.19
2025-01-03 17:00:00,5,164.64,208.87,39.41,120.16
2025-01-03 18:00:00,5,176.99,223.61,43.87,107.29
2025-01-03 19:00:00,5,168.41,212.82,44.55,98.71
2025-01-03 20:00:00,5,147.55,185.93,40.1,97.27
2025-01-03 21:00:00,5,125,156.83,31.87,97.27
2025-01-03 22:00:00,5,90.39,113.14,23.31,95.84
2025-01-03 23:00:00,4,56.39,73.1,16.28,97.27
2025-01-04 00:00:00,3,37.82,53.38,11.82,95.84
2025-01-04 01:00:00,3,30.48,47.55,10.97,92.98
2025-01-04 02:00:00,3,36.54,56.86,17.48,82.97
2025-01-04 03:00:00,4,64.41,91.49,36.67,62.94
2025-01-04 04:00:00,5,101.25,137.14,56.21,44.7
2025-01-04 05:00:00,5,109.24,151.08,51.41,46.49
2025-01-04 06:00:00,5,95.6,138.29,41.13,59.37
2025-01-04 07:00:00,3,37.51,66.66,15.42,91.55
2025-01-04 08:00:00,3,26.39,48.78,9.77,110.15
2025-01-02 09:00:00,5,212.91,299.07,67.86,138.76
2025-01-02 10:00:00,5,253.92,348.93,109.67,115.87
2025-01-02 11:00:00,5,330.27,442.06,178.22,70.1
2025-01-02 12:00:00,5,375.07,497.6,227.57,30.76
2025-01-02 13:00:00,5,418.72,544.56,260.47,2.7
2025-01-02 14:00:00,5,477.05,599.69,268.7,0
2025-01-02 15:00:00,5,520.49,633.88,268.7,0.02
2025-01-02 16:00:00,5,578.6,687.81,276.92,0.03
2025-01-02 17:00:00,5,707.94,829.21,290.63,0
2025-01-02 18:00:00,5,798.38,930.29,274.18,0
2025-01-02 19:00:00,5,724.47,857.26,230.31,0
2025-01-02 20:00:00,5,518.26,640.77,175.48,0
2025-01-02 21:00:00,5,332.48,445.66,122.01,0.03
2025-01-02 22:00:00,5,242.77,348.49,84.31,7.33
2025-01-02 23:00:00,5,219.75,318.95,54.15,32.54
2025-01-03 00:00:00,5,219.11,313.66,42.16,49.35
2025-01-03 01:00:00,5,227.36,317.72,42.16,54.36
2025-01-03 02:00:00,5,249.46,338.89,57.58,48.64
2025-01-03 03:00:00,5,317.14,414.02,108.3,16.09
2025-01-03 04:00:00,5,397.58,510.29,138.46,6.71
2025-01-03 05:00:00,5,452.7,581.24,153.54,15.56
2025-01-03 06:00:00,5,505.13,646.24,189.19,32.9
2025-01-03 07:00:00,5,215.92,287.33,78.14,124.45
2025-01-03 08:00:00,5,194.21,253.39,55.52,163.08
2025-01-01 09:00:00,5,135.98,213.3,41.13,150.2
2025-01-01 10:00:00,5,121.73,197.42,40.44,150.2
2025-01-01 11:00:00,5,120.54,196.7,51.41,140.19
2025-01-01 12:00:00,5,120.93,198.26,65.8,120.16
2025-01-01 13:00:00,5,133.4,215.62,94.59,82.25
2025-01-01 14:00:00,5,161.8,254.03,127.49,43.27
2025-01-01 15:00:00,5,195.22,298.16,142.57,21.28
2025-01-01 16:00:00,5,219.42,331.2,127.49,17.34
2025-01-01 17:00:00,5,216.98,331.08,97.33,28.97
2025-01-01 18:00:00,5,203.57,312.09,72.66,42.92
2025-01-01 19:00:00,5,182.52,278.93,56.21,53.64
2025-01-01 20:00:00,5,159.49,240.54,44.55,64.37
2025-01-01 21:00:00,5,145.42,213.2,32.9,75.1
2025-01-01 22:00:00,5,146.7,207.26,26.39,80.82
2025-01-01 23:00:00,5,154.01,211.54,24.68,81.54
2025-01-02 00:00:00,5,158.2,214.34,24.68,79.39
2025-01-02 01:00:00,5,160.47,215.91,27.42,75.82
2025-01-02 02:00:00,5,171.36,228.2,39.76,65.8
2025-01-02 03:00:00,5,218.3,284.69,81.57,34.33
2025-01-02 04:00:00,5,263.07,343.19,113.79,12.7
2025-01-02 05:00:00,5,274.52,364.42,113.79,19.49
2025-01-02 06:00:00,5,275.44,369.52,108.3,42.56
2025-01-02 07:00:00,5,233.85,322.35,84.31,90.12
2025-01-02 08:00:00,5,215.35,301.52,69.92,121.59
2024-12-31 09:00:00,5,120.82,175.78,59.63,131.61
2024-12-31 10:00:00,5,133.24,191.46,74.03,125.89
2024-12-31 11:00:00,5,167.94,236.4,112.41,97.27
2024-12-31 12:00:00,5,189.7,268.42,156.28,53.64
2024-12-31 13:00:00,5,213.07,300.18,200.15,5.63
2024-12-31 14:00:00,5,270.88,367.3,213.86,0
2024-12-31 15:00:00,5,381.89,490.43,235.8,0
2024-12-31 16:00:00,5,504.28,630.04,244.02,0
2024-12-31 17:00:00,5,529.25,663.85,213.86,0
2024-12-31 18:00:00,5,428.94,556.08,156.28,0
2024-12-31 19:00:00,5,274.78,381.43,111.04,0.07
2024-12-31 20:00:00,5,190.55,278.59,85,8.14
2024-12-31 21:00:00,5,147.5,218.77,51.41,38.27
2024-12-31 22:00:00,5,130.58,190.21,34.27,59.37
2024-12-31 23:00:00,5,124.79,177.9,27.08,69.38
2025-01-01 00:00:00,5,121.64,170.55,24.33,73.67
2025-01-01 01:00:00,5,120.37,166.26,25.02,75.82
2025-01-01 02:00:00,5,128.43,174.78,33.59,72.96
2025-01-01 03:00:00,5,158.69,214.13,61.69,54.36
2025-01-01 04:00:00,5,178.27,247.68,82.25,43.27
2025-01-01 05:00:00,5,183.25,262.43,80.2,52.93
2025-01-01 06:00:00,5,184.2,267.1,70.6,78.68
2025-01-01 07:00:00,5,163.51,242.92,53.47,115.87
2025-01-01 08:00:00,5,149.43,226.28,45.24,138.76
2024-12-30 09:00:00,5,102.33,167.41,34.27,154.5
2024-12-30 10:00:00,5,91.5,147.04,32.9,158.79
2024-12-30 11:00:00,5,86.02,135.62,36.33,154.5
2024-12-30 12:00:00,5,87.32,136.45,45.24,144.48
2024-12-30 13:00:00,5,113.59,170.65,89.11,98.71
2024-12-30 14:00:00,5,166.98,235.93,160.4,33.97
2024-12-30 15:00:00,5,232.31,312.44,200.15,1.86
2024-12-30 16:00:00,5,318.38,414.81,211.12,0
2024-12-30 17:00:00,5,412.92,534.49,219.35,0
2024-12-30 18:00:00,5,440.71,577.17,200.15,0
2024-12-30 19:00:00,5,382.47,516.13,161.77,0
2024-12-30 20:00:00,5,290,407.37,126.12,0.03
2024-12-30 21:00:00,5,203.83,297.45,93.22,3.98
2024-12-30 22:00:00,5,162.07,238.46,58.95,27.54
2024-12-30 23:00:00,5,148.97,216.98,40.78,47.21
2024-12-31 00:00:00,5,147.44,211.02,34.27,56.51
2024-12-31 01:00:00,5,149.42,209.51,34.96,57.94
2024-12-31 02:00:00,5,162.01,220.94,47.98,51.5
2024-12-31 03:00:00,5,214.44,279.66,94.59,21.64
2024-12-31 04:00:00,5,254.56,330.72,122.01,12.87
2024-12-31 05:00:00,5,253.91,337.05,122.01,23.96
2024-12-31 06:00:00,5,228.01,310.91,115.16,44.35
2024-12-31 07:00:00,5,152.22,215.56,80.88,89.41
2024-12-31 08:00:00,5,130.08,187.13,65.12,117.3
2024-12-29 09:00:00,4,73.64,128.02,31.87,144.48
2024-12-29 10:00:00,4,52.62,95.36,21.08,154.5
2024-12-29 11:00:00,4,48.52,86.14,20.22,155.93
2024-12-29 12:00:00,4,49.22,87.25,23.31,148.77
2024-12-29 13:00:00,4,58.6,103.79,36.33,124.45
2024-12-29 14:00:00,4,71.91,125.95,47.3,95.84
2024-12-29 15:00:00,5,81.5,138.8,45.93,85.12
2024-12-29 16:00:00,5,92.6,151.3,41.81,84.4
2024-12-29 17:00:00,5,101.58,161.21,37.36,86.55
2024-12-29 18:00:00,5,106.58,166.21,33.93,87.98
2024-12-29 19:00:00,5,98.6,156.37,30.5,87.98
2024-12-29 20:00:00,5,80.32,131.91,23.65,90.84
2024-12-29 21:00:00,4,71.13,118.77,19.02,94.41
2024-12-29 22:00:00,4,69.13,116.66,16.11,97.27
2024-12-29 23:00:00,4,69.45,118.02,15.08,98.71
2024-12-30 00:00:00,4,70.65,120.97,15.25,98.71
2024-12-30 01:00:00,4,73.25,125.78,17.31,97.27
2024-12-30 02:00:00,5,83.85,141.15,25.7,90.84
2024-12-30 03:00:00,5,114.48,182.49,50.72,71.53
2024-12-30 04:00:00,5,135.52,216.1,70.6,58.65
2024-12-30 05:00:00,5,139.06,228.49,67.86,67.95
2024-12-30 06:00:00,5,136.1,227.39,56.21,91.55
2024-12-30 07:00:00,5,114.59,192.61,40.1,123.02
2024-12-30 08:00:00,5,106.69,176.55,34.96,141.62
2024-12-28 09:00:00,5,175.74,226.05,69.92,177.38
2024-12-28 10:00:00,4,72.53,111.32,26.05,151.63
2024-12-28 11:00:00,3,37.27,70.34,15.08,130.18
2024-12-28 12:00:00,3,32.69,65.87,15.94,121.59
2024-12-28 13:00:00,3,39.79,76.11,38.73,90.84
2024-12-28 14:00:00,4,55.12,97.24,63.06,58.65
2024-12-28 15:00:00,4,67.46,115.07,61.69,50.78
2024-12-28 16:00:00,5,103.76,156.27,78.14,30.4
2024-12-28 17:00:00,5,152.19,208.43,94.59,6.53
2024-12-28 18:00:00,5,187.02,244.65,97.33,0.64
2024-12-28 19:00:00,5,199.52,255.73,94.59,0.05
2024-12-28 20:00:00,5,191.6,244.31,93.22,0
2024-12-28 21:00:00,5,178.04,230.96,89.11,0.03
2024-12-28 22:00:00,5,157.77,212.31,78.14,0.66
2024-12-28 23:00:00,5,135.39,191.32,61.69,8.76
2024-12-29 00:00:00,5,116.49,174.51,43.87,29.68
2024-12-29 01:00:00,5,99.9,159.54,35.3,47.92
2024-12-29 02:00:00,5,107.65,169.85,44.55,45.78
2024-12-29 03:00:00,5,155.39,226.2,82.25,20.56
2024-12-29 04:00:00,5,203.24,286.62,100.08,15.02
2024-12-29 05:00:00,5,226.39,321.41,102.82,23.25
2024-12-29 06:00:00,5,230.61,330.52,108.3,42.2
2024-12-29 07:00:00,5,123.65,190.72,61.69,103
2024-12-29 08:00:00,5,93.46,157.27,42.16,130.18
2024-12-27 09:00:00,5,168.21,213.62,69.23,155.93
2024-12-27 10:00:00,5,191.27,238.32,100.08,137.33
2024-12-27 11:00:00,5,225.03,277.45,149.43,90.84
2024-12-27 12:00:00,5,206.03,259.4,171.36,38.62
2024-12-27 13:00:00,5,189.27,244.78,175.48,2.03
2024-12-27 14:00:00,5,204.99,265.88,164.51,0
2024-12-27 15:00:00,5,221.19,283.93,160.4,0
2024-12-27 16:00:00,5,271.95,345.6,183.7,0
2024-12-27 17:00:00,5,430.76,541.63,222.09,0
2024-12-27 18:00:00,5,487.5,622.34,211.12,0
2024-12-27 19:00:00,5,396.52,519.48,161.77,0
2024-12-27 20:00:00,5,271.94,362.54,123.38,0
2024-12-27 21:00:00,5,172.39,232.72,94.59,0.87
2024-12-27 22:00:00,5,118.42,159.89,59.63,18.78
2024-12-27 23:00:00,5,98.61,132.98,35.99,41.84
2024-12-28 00:00:00,5,94.43,127.3,29.47,52.93
2024-12-28 01:00:00,5,97.54,131.1,31.53,53.64
2024-12-28 02:00:00,5,113.94,150.76,45.24,45.78
2024-12-28 03:00:00,5,161.78,207.67,85.68,21.1
2024-12-28 04:00:00,5,213.69,274.25,108.3,16.99
2024-12-28 05:00:00,5,260.7,333.59,120.64,24.68
2024-12-28 06:00:00,5,314.38,393.09,150.8,44.35
2024-12-28 07:00:00,5,216.87,277.89,113.79,101.57
2024-12-28 08:00:00,5,196.42,250.45,90.48,148.77
2024-12-26 09:00:00,5,88.81,109.54,17.14,145.91
2024-12-26 10:00:00,4,72.16,89.69,16.62,138.76
2024-12-26 11:00:00,4,64.16,80.24,19.36,130.18
2024-12-26 12:00:00,4,64.62,81.34,24.33,120.16
2024-12-26 13:00:00,4,68.78,87.01,31.53,107.29
2024-12-26 14:00:00,4,73.52,93.09,33.24,103
2024-12-26 15:00:00,4,74.57,94.49,28.79,107.29
2024-12-26 16:00:00,5,100.54,128.38,38.04,97.27
2024-12-26 17:00:00,5,128.36,164,44.55,88.69
2024-12-26 18:00:00,5,137.33,174.37,42.16,88.69
2024-12-26 19:00:00,5,134.53,169.94,39.41,90.84
2024-12-26 20:00:00,5,120.9,152.35,32.56,95.84
2024-12-26 21:00:00,5,113.12,142.36,24.33,104.43
2024-12-26 22:00:00,5,112.87,141.76,19.71,108.72
2024-12-26 23:00:00,5,113.65,142.55,18.51,107.29
2024-12-27 00:00:00,5,114.33,143.22,19.02,104.43
2024-12-27 01:00:00,5,118.07,147.54,22.28,98.71
2024-12-27 02:00:00,5,138.32,170.7,37.36,82.97
2024-12-27 03:00:00,5,199.07,240.54,86.37,42.56
2024-12-27 04:00:00,5,262.51,317.25,127.49,17.7
2024-12-27 05:00:00,5,289.13,353.18,130.24,26.46
2024-12-27 06:00:00,5,290.72,358.02,131.61,49.35
2024-12-27 07:00:00,5,215.56,271.92,97.33,101.57
2024-12-27 08:00:00,5,188.33,238.63,79.51,135.9
2024-12-25 09:00:00,5,91.48,115.07,16.45,151.63
2024-12-25 10:00:00,5,81.8,103.3,16.45,145.91
2024-12-25 11:00:00,5,78.36,99.74,18.16,140.19
2024-12-25 12:00:00,5,76.88,98.84,21.42,131.61
2024-12-25 13:00:00,5,79.88,102.54,27.42,121.59
2024-12-25 14:00:00,5,91.02,115.71,30.85,115.87
2024-12-25 15:00:00,5,104.83,131.39,28.79,117.3
2024-12-25 16:00:00,5,126.98,158.08,31.53,113.01
2024-12-25 17:00:00,5,142.03,175.81,30.85,110.15
2024-12-25 18:00:00,5,145.26,178.81,28.1,111.58
2024-12-25 19:00:00,5,136.75,168.21,24.68,114.44
2024-12-25 20:00:00,5,123.63,152.41,18.51,121.59
2024-12-25 21:00:00,5,118.59,147.37,13.88,128.75
2024-12-25 22:00:00,5,116.58,148.15,12,130.18
2024-12-25 23:00:00,5,115.77,150.14,11.65,127.32
2024-12-26 00:00:00,5,116.52,152.4,12.17,125.89
2024-12-26 01:00:00,5,121.42,157.53,14.74,121.59
2024-12-26 02:00:00,5,134.17,171.92,23.31,113.01
2024-12-26 03:00:00,5,165.17,208.04,48.67,88.69
2024-12-26 04:00:00,5,189.04,236.79,74.71,68.66
2024-12-26 05:00:00,5,190.44,238.19,71.29,75.82
2024-12-26 06:00:00,5,178.11,221.21,53.47,101.57
2024-12-26 07:00:00,5,124.97,153.04,25.36,135.9
2024-12-26 08:00:00,5,101.23,123.59,18.85,145.91
2024-12-24 09:00:00,5,83.46,105.48,17.65,143.05
2024-12-24 10:00:00,5,76.09,95.44,15.59,138.76
2024-12-24 11:00:00,5,75.6,93.72,16.79,133.04
2024-12-24 12:00:00,5,77.64,95.47,19.71,125.89
2024-12-24 13:00:00,5,87.49,106.54,27.08,115.87
2024-12-24 14:00:00,5,106.88,128.55,32.22,110.15
2024-12-24 15:00:00,5,121.69,146.04,30.5,113.01
2024-12-24 16:00:00,5,143.75,173.22,33.93,107.29
2024-12-24 17:00:00,5,156.2,188.94,33.24,105.86
2024-12-24 18:00:00,5,155.55,188.63,30.85,104.43
2024-12-24 19:00:00,5,144.62,176.54,27.76,105.86
2024-12-24 20:00:00,5,131.3,160.54,21.76,113.01
2024-12-24 21:00:00,5,128.96,156.92,16.28,121.59
2024-12-24 22:00:00,5,131.89,160.2,13.54,128.75
2024-12-24 23:00:00,5,133.88,162.77,12.68,133.04
2024-12-25 00:00:00,5,134.41,163.89,12.85,133.04
2024-12-25 01:00:00,5,134.02,164.78,14.39,128.75
2024-12-25 02:00:00,5,141.04,174.25,20.73,121.59
2024-12-25 03:00:00,5,161.73,201.11,39.76,100.14
2024-12-25 04:00:00,5,171.37,215.87,58.26,84.4
2024-12-25 05:00:00,5,163.57,208.53,54.15,91.55
